stud.id,semester,major,minor,math_score,statistics_score,math_grade,statistics_grade
846749,3rd,Environmental Sciences,Mathematics and Statistics,73,66,g. 07,g. 12
348822,4th,Environmental Sciences,Political Science,68,76,g. 04,g. 04
781388,5th,Economics and Finance,Social Sciences,68,67,g. 04,g. 04
329524,4th,Economics and Finance,Biology,66,67,g. 04,g. 04
583315,3rd,Environmental Sciences,Economics and Finance,68,71,g. 04,g. 04
895150,6th,Mathematics and Statistics,Environmental Sciences,88,85,g. 10,g. 10
511967,6th,Mathematics and Statistics,Biology,86,91,g. 10,g. 10
342734,4th,Mathematics and Statistics,Economics and Finance,90,89,g. 12,g. 12
262935,3rd,Biology,Political Science,75,75,g. 07,g. 07
172286,3rd,Biology,Economics and Finance,66,82,g. 04,g. 04
653289,4th,Biology,Mathematics and Statistics,67,82,g. 04,g. 04
857227,4th,Biology,Political Science,85,75,g. 10,g. 12
695657,6th,Environmental Sciences,Economics and Finance,78,73,g. 07,g. 07
851314,5th,Economics and Finance,Social Sciences,67,61,g. 04,g. 04
473749,>6th,Political Science,Environmental Sciences,58,53,g. 02,g. 02
606079,3rd,Economics and Finance,Biology,62,60,g. 04,g. 04
412081,3rd,Economics and Finance,Environmental Sciences,70,79,g. 07,g. 07
296261,3rd,Environmental Sciences,Economics and Finance,64,71,g. 04,g. 04
989901,3rd,Economics and Finance,Biology,69,64,g. 04,g. 04
780718,3rd,Mathematics and Statistics,Social Sciences,87,94,g. 10,g. 10
237546,3rd,Environmental Sciences,Political Science,76,81,g. 07,g. 07
935904,3rd,Political Science,Biology,51,39,g. 02,g. 12
241774,3rd,Mathematics and Statistics,Environmental Sciences,89,89,g. 10,g. 10
578033,4th,Biology,Mathematics and Statistics,72,73,g. 07,g. 07
709928,4th,Mathematics and Statistics,Social Sciences,87,91,g. 10,g. 10
347175,4th,Mathematics and Statistics,Biology,90,90,g. 12,g. 12
588043,6th,Economics and Finance,Mathematics and Statistics,59,69,g. 02,g. 02
225688,6th,Mathematics and Statistics,Political Science,89,85,g. 10,g. 10
461624,4th,Social Sciences,Political Science,37,42,g. 00,g. 00
756673,4th,Economics and Finance,Biology,62,64,g. 04,g. 04
409895,5th,Economics and Finance,Mathematics and Statistics,71,64,g. 07,g. 12
825005,3rd,Mathematics and Statistics,Social Sciences,83,89,g. 10,g. 10
399739,5th,Economics and Finance,Biology,77,61,g. 07,g. 12
337281,6th,Environmental Sciences,Political Science,71,85,g. 07,g. 07
729022,3rd,Biology,Economics and Finance,76,73,g. 07,g. 07
907033,3rd,Social Sciences,Mathematics and Statistics,39,44,g. 00,g. 00
562394,4th,Social Sciences,Mathematics and Statistics,43,36,g. 00,g. 00
365983,3rd,Biology,Social Sciences,74,75,g. 07,g. 07
369190,3rd,Environmental Sciences,Political Science,68,78,g. 04,g. 04
448228,4th,Biology,Mathematics and Statistics,75,75,g. 07,g. 07
644897,3rd,Biology,Mathematics and Statistics,78,72,g. 07,g. 07
389584,6th,Mathematics and Statistics,Environmental Sciences,88,87,g. 10,g. 10
132839,6th,Economics and Finance,Mathematics and Statistics,68,70,g. 04,g. 04
261700,6th,Environmental Sciences,Political Science,76,72,g. 07,g. 07
487846,3rd,Political Science,Mathematics and Statistics,63,57,g. 04,g. 12
503133,5th,Biology,Environmental Sciences,80,83,g. 10,g. 10
161471,3rd,Environmental Sciences,Biology,72,64,g. 07,g. 12
815956,6th,Political Science,Economics and Finance,52,44,g. 02,g. 12
536998,4th,Economics and Finance,Environmental Sciences,61,72,g. 04,g. 04
728341,4th,Environmental Sciences,Social Sciences,66,71,g. 04,g. 04
484886,3rd,Environmental Sciences,Biology,67,79,g. 04,g. 04
772749,3rd,Social Sciences,Economics and Finance,46,43,g. 00,g. 00
538748,3rd,Social Sciences,Economics and Finance,46,54,g. 00,g. 00
641618,3rd,Environmental Sciences,Political Science,71,69,g. 07,g. 12
927542,3rd,Biology,Political Science,80,78,g. 10,g. 12
206456,3rd,Biology,Environmental Sciences,78,79,g. 07,g. 07
599443,3rd,Environmental Sciences,Political Science,75,79,g. 07,g. 07
501070,4th,Political Science,Environmental Sciences,53,58,g. 02,g. 02
529136,>6th,Mathematics and Statistics,Biology,91,92,g. 12,g. 12
270858,4th,Social Sciences,Mathematics and Statistics,42,45,g. 00,g. 00
896401,3rd,Political Science,Environmental Sciences,55,57,g. 02,g. 02
967955,4th,Mathematics and Statistics,Biology,87,90,g. 10,g. 10
898358,6th,Political Science,Biology,58,58,g. 02,g. 02
507465,4th,Political Science,Biology,52,58,g. 02,g. 02
690462,3rd,Economics and Finance,Political Science,73,74,g. 07,g. 07
527540,5th,Economics and Finance,Biology,70,70,g. 07,g. 07
384661,6th,Social Sciences,Mathematics and Statistics,47,50,g. 00,g. 00
883994,3rd,Biology,Economics and Finance,77,72,g. 07,g. 07
606322,3rd,Economics and Finance,Social Sciences,66,69,g. 04,g. 04
316772,6th,Social Sciences,Mathematics and Statistics,53,47,g. 02,g. 12
324770,4th,Social Sciences,Biology,48,54,g. 00,g. 00
335511,>6th,Economics and Finance,Biology,66,71,g. 04,g. 04
792821,3rd,Environmental Sciences,Economics and Finance,71,75,g. 07,g. 07
382896,3rd,Mathematics and Statistics,Biology,89,91,g. 10,g. 10
954375,3rd,Environmental Sciences,Mathematics and Statistics,75,71,g. 07,g. 07
630150,6th,Biology,Political Science,78,79,g. 07,g. 07
502172,3rd,Mathematics and Statistics,Environmental Sciences,85,87,g. 10,g. 10
646810,4th,Economics and Finance,Social Sciences,61,63,g. 04,g. 04
294459,3rd,Biology,Mathematics and Statistics,80,86,g. 10,g. 10
883840,3rd,Mathematics and Statistics,Political Science,83,89,g. 10,g. 10
459810,4th,Political Science,Economics and Finance,54,45,g. 02,g. 12
137111,3rd,Political Science,Economics and Finance,56,60,g. 02,g. 02
577624,4th,Economics and Finance,Biology,61,60,g. 04,g. 04
268720,4th,Economics and Finance,Environmental Sciences,69,69,g. 04,g. 04
638764,3rd,Biology,Social Sciences,69,77,g. 04,g. 04
298203,3rd,Political Science,Mathematics and Statistics,57,50,g. 02,g. 02
892851,3rd,Economics and Finance,Environmental Sciences,69,71,g. 04,g. 04
527539,5th,Economics and Finance,Political Science,64,68,g. 04,g. 04
937879,3rd,Biology,Mathematics and Statistics,83,78,g. 10,g. 12
297291,4th,Environmental Sciences,Biology,73,66,g. 07,g. 12
722150,>6th,Social Sciences,Political Science,44,52,g. 00,g. 00
669986,6th,Political Science,Social Sciences,65,62,g. 04,g. 04
446752,4th,Biology,Political Science,80,77,g. 10,g. 12
341051,6th,Biology,Environmental Sciences,81,83,g. 10,g. 10
366211,4th,Mathematics and Statistics,Biology,89,86,g. 10,g. 10
821486,3rd,Environmental Sciences,Social Sciences,78,64,g. 07,g. 12
259249,4th,Economics and Finance,Biology,73,72,g. 07,g. 07
531911,6th,Economics and Finance,Political Science,68,66,g. 04,g. 04
731680,3rd,Economics and Finance,Mathematics and Statistics,70,74,g. 07,g. 07
706945,>6th,Mathematics and Statistics,Economics and Finance,87,92,g. 10,g. 10
624510,4th,Environmental Sciences,Political Science,67,70,g. 04,g. 04
706538,3rd,Political Science,Biology,50,59,g. 02,g. 02
963838,3rd,Economics and Finance,Mathematics and Statistics,70,63,g. 07,g. 12
395931,3rd,Environmental Sciences,Biology,77,76,g. 07,g. 07
490037,6th,Mathematics and Statistics,Social Sciences,91,86,g. 12,g. 12
277261,5th,Environmental Sciences,Political Science,63,70,g. 04,g. 04
705548,4th,Social Sciences,Economics and Finance,40,47,g. 00,g. 00
948960,4th,Economics and Finance,Social Sciences,58,70,g. 02,g. 02
919034,4th,Mathematics and Statistics,Political Science,89,93,g. 10,g. 10
878532,3rd,Environmental Sciences,Economics and Finance,73,68,g. 07,g. 12
679222,4th,Environmental Sciences,Mathematics and Statistics,69,76,g. 04,g. 04
244600,4th,Political Science,Mathematics and Statistics,53,56,g. 02,g. 02
453953,6th,Economics and Finance,Environmental Sciences,69,73,g. 04,g. 04
814905,4th,Environmental Sciences,Biology,60,71,g. 04,g. 04
766265,3rd,Mathematics and Statistics,Political Science,89,88,g. 10,g. 10
550820,6th,Environmental Sciences,Political Science,76,74,g. 07,g. 07
860592,4th,Biology,Political Science,81,80,g. 10,g. 10
419577,3rd,Economics and Finance,Environmental Sciences,74,72,g. 07,g. 07
955433,3rd,Social Sciences,Mathematics and Statistics,46,44,g. 00,g. 00
566761,4th,Mathematics and Statistics,Social Sciences,94,86,g. 12,g. 12
146484,5th,Mathematics and Statistics,Social Sciences,89,95,g. 10,g. 10
209573,3rd,Social Sciences,Political Science,52,38,g. 02,g. 12
804122,3rd,Biology,Environmental Sciences,77,74,g. 07,g. 07
557008,5th,Environmental Sciences,Biology,74,79,g. 07,g. 07
404956,6th,Economics and Finance,Mathematics and Statistics,71,61,g. 07,g. 12
292452,6th,Environmental Sciences,Biology,73,70,g. 07,g. 07
239190,3rd,Economics and Finance,Biology,68,73,g. 04,g. 04
206546,4th,Political Science,Biology,57,71,g. 02,g. 02
218151,4th,Economics and Finance,Social Sciences,62,74,g. 04,g. 04
638632,3rd,Environmental Sciences,Mathematics and Statistics,71,77,g. 07,g. 07
589796,4th,Environmental Sciences,Biology,65,63,g. 04,g. 04
439281,4th,Social Sciences,Mathematics and Statistics,52,41,g. 02,g. 12
643380,3rd,Political Science,Economics and Finance,58,51,g. 02,g. 02
627076,4th,Economics and Finance,Political Science,66,73,g. 04,g. 04
179613,4th,Environmental Sciences,Social Sciences,72,72,g. 07,g. 07
888732,4th,Environmental Sciences,Social Sciences,72,71,g. 07,g. 07
468760,3rd,Environmental Sciences,Economics and Finance,72,75,g. 07,g. 07
759358,4th,Biology,Political Science,75,79,g. 07,g. 07
631253,6th,Economics and Finance,Mathematics and Statistics,67,67,g. 04,g. 04
773462,3rd,Political Science,Social Sciences,57,61,g. 02,g. 02
252549,3rd,Economics and Finance,Social Sciences,70,70,g. 07,g. 07
586010,3rd,Environmental Sciences,Social Sciences,75,70,g. 07,g. 07
384941,4th,Political Science,Social Sciences,57,55,g. 02,g. 02
358448,4th,Mathematics and Statistics,Economics and Finance,85,90,g. 10,g. 10
520680,5th,Biology,Political Science,69,76,g. 04,g. 04
356792,4th,Social Sciences,Mathematics and Statistics,47,48,g. 00,g. 00
725292,3rd,Biology,Economics and Finance,79,77,g. 07,g. 07
397903,4th,Mathematics and Statistics,Political Science,87,93,g. 10,g. 10
759433,5th,Social Sciences,Economics and Finance,44,44,g. 00,g. 00
113718,4th,Political Science,Social Sciences,51,56,g. 02,g. 02
373212,5th,Political Science,Social Sciences,59,54,g. 02,g. 02
531885,3rd,Biology,Social Sciences,79,78,g. 07,g. 07
194400,3rd,Mathematics and Statistics,Environmental Sciences,88,89,g. 10,g. 10
723103,3rd,Social Sciences,Economics and Finance,48,45,g. 00,g. 00
513013,6th,Economics and Finance,Environmental Sciences,71,57,g. 07,g. 12
947938,4th,Biology,Environmental Sciences,78,79,g. 07,g. 07
631070,4th,Biology,Economics and Finance,75,82,g. 07,g. 07
480062,3rd,Mathematics and Statistics,Social Sciences,91,94,g. 12,g. 12
894126,5th,Environmental Sciences,Economics and Finance,72,61,g. 07,g. 12
876385,3rd,Political Science,Economics and Finance,56,53,g. 02,g. 02
842171,3rd,Economics and Finance,Biology,71,65,g. 07,g. 12
362810,5th,Political Science,Biology,48,56,g. 00,g. 00
370817,3rd,Environmental Sciences,Political Science,62,70,g. 04,g. 04
797550,3rd,Social Sciences,Economics and Finance,42,44,g. 00,g. 00
978720,4th,Economics and Finance,Mathematics and Statistics,66,68,g. 04,g. 04
352894,6th,Mathematics and Statistics,Biology,88,95,g. 10,g. 10
714200,3rd,Biology,Environmental Sciences,76,84,g. 07,g. 07
141195,3rd,Environmental Sciences,Economics and Finance,70,67,g. 07,g. 12
302551,3rd,Environmental Sciences,Economics and Finance,70,79,g. 07,g. 07
174533,4th,Mathematics and Statistics,Environmental Sciences,88,87,g. 10,g. 10
769418,5th,Environmental Sciences,Economics and Finance,73,74,g. 07,g. 07
118420,4th,Political Science,Environmental Sciences,48,66,g. 00,g. 00
775457,5th,Mathematics and Statistics,Social Sciences,84,91,g. 10,g. 10
728190,>6th,Environmental Sciences,Political Science,73,75,g. 07,g. 07
383057,3rd,Mathematics and Statistics,Environmental Sciences,85,93,g. 10,g. 10
533968,6th,Economics and Finance,Biology,68,69,g. 04,g. 04
403766,4th,Biology,Political Science,74,79,g. 07,g. 07
836072,3rd,Social Sciences,Political Science,49,46,g. 00,g. 00
512220,4th,Mathematics and Statistics,Social Sciences,82,87,g. 10,g. 10
157587,5th,Biology,Environmental Sciences,81,76,g. 10,g. 12
745348,5th,Environmental Sciences,Economics and Finance,76,72,g. 07,g. 07
599893,3rd,Political Science,Biology,45,55,g. 00,g. 00
728334,3rd,Economics and Finance,Political Science,61,69,g. 04,g. 04
882176,>6th,Social Sciences,Economics and Finance,51,54,g. 02,g. 02
957323,3rd,Environmental Sciences,Mathematics and Statistics,71,69,g. 07,g. 12
530631,>6th,Social Sciences,Political Science,47,42,g. 00,g. 00
288080,4th,Environmental Sciences,Biology,67,74,g. 04,g. 04
943833,5th,Economics and Finance,Mathematics and Statistics,74,77,g. 07,g. 07
356397,4th,Environmental Sciences,Biology,69,71,g. 04,g. 04
157437,3rd,Political Science,Biology,56,56,g. 02,g. 02
831252,5th,Social Sciences,Mathematics and Statistics,32,52,g. 00,g. 00
416180,>6th,Environmental Sciences,Social Sciences,66,77,g. 04,g. 04
921937,4th,Biology,Mathematics and Statistics,82,78,g. 10,g. 12
326380,6th,Biology,Social Sciences,75,83,g. 07,g. 07
516155,4th,Economics and Finance,Environmental Sciences,71,73,g. 07,g. 07
980115,3rd,Economics and Finance,Social Sciences,68,61,g. 04,g. 04
925640,5th,Biology,Economics and Finance,83,79,g. 10,g. 12
219830,6th,Economics and Finance,Mathematics and Statistics,66,67,g. 04,g. 04
488304,3rd,Mathematics and Statistics,Economics and Finance,87,95,g. 10,g. 10
609341,5th,Economics and Finance,Biology,63,62,g. 04,g. 04
875184,3rd,Mathematics and Statistics,Political Science,89,89,g. 10,g. 10
207149,5th,Biology,Mathematics and Statistics,76,78,g. 07,g. 07
563436,3rd,Social Sciences,Environmental Sciences,41,44,g. 00,g. 00
792137,6th,Political Science,Social Sciences,57,61,g. 02,g. 02
606619,4th,Mathematics and Statistics,Environmental Sciences,87,83,g. 10,g. 10
880402,5th,Biology,Political Science,74,75,g. 07,g. 07
925645,3rd,Social Sciences,Mathematics and Statistics,41,45,g. 00,g. 00
645132,3rd,Mathematics and Statistics,Political Science,82,84,g. 10,g. 10
602889,5th,Political Science,Mathematics and Statistics,57,57,g. 02,g. 02
523283,3rd,Environmental Sciences,Political Science,73,78,g. 07,g. 07
216220,5th,Social Sciences,Biology,30,47,g. 00,g. 00
443735,5th,Environmental Sciences,Social Sciences,68,76,g. 04,g. 04
202072,4th,Mathematics and Statistics,Environmental Sciences,91,82,g. 12,g. 12
608847,4th,Environmental Sciences,Social Sciences,71,78,g. 07,g. 07
131272,3rd,Biology,Mathematics and Statistics,78,85,g. 07,g. 07
696262,6th,Political Science,Environmental Sciences,51,47,g. 02,g. 12
599119,5th,Economics and Finance,Social Sciences,72,63,g. 07,g. 12
216050,6th,Economics and Finance,Biology,69,68,g. 04,g. 04
870526,5th,Political Science,Social Sciences,46,54,g. 00,g. 00
797056,3rd,Economics and Finance,Biology,68,68,g. 04,g. 04
679276,3rd,Biology,Environmental Sciences,85,79,g. 10,g. 12
793640,>6th,Mathematics and Statistics,Economics and Finance,84,92,g. 10,g. 10
294644,4th,Political Science,Social Sciences,58,49,g. 02,g. 12
963486,3rd,Social Sciences,Biology,45,44,g. 00,g. 00
882929,4th,Biology,Political Science,79,81,g. 07,g. 07
547699,6th,Political Science,Social Sciences,45,57,g. 00,g. 00
495560,5th,Political Science,Economics and Finance,68,58,g. 04,g. 12
320993,3rd,Environmental Sciences,Biology,67,78,g. 04,g. 04
456124,3rd,Social Sciences,Economics and Finance,44,47,g. 00,g. 00
753232,3rd,Environmental Sciences,Mathematics and Statistics,66,83,g. 04,g. 04
691224,4th,Political Science,Economics and Finance,47,60,g. 00,g. 00
706855,4th,Mathematics and Statistics,Economics and Finance,78,89,g. 07,g. 07
499107,3rd,Mathematics and Statistics,Biology,88,88,g. 10,g. 10
949645,3rd,Environmental Sciences,Political Science,79,67,g. 07,g. 12
134229,6th,Mathematics and Statistics,Social Sciences,91,88,g. 12,g. 12
158550,5th,Economics and Finance,Social Sciences,60,63,g. 04,g. 04
458100,3rd,Political Science,Biology,55,51,g. 02,g. 02
981862,5th,Economics and Finance,Biology,62,53,g. 04,g. 12
738110,3rd,Economics and Finance,Biology,63,72,g. 04,g. 04
379706,5th,Economics and Finance,Mathematics and Statistics,69,61,g. 04,g. 04
131191,>6th,Economics and Finance,Political Science,68,59,g. 04,g. 12
575764,4th,Mathematics and Statistics,Economics and Finance,86,93,g. 10,g. 10
199974,5th,Environmental Sciences,Mathematics and Statistics,74,72,g. 07,g. 07
196176,4th,Political Science,Economics and Finance,54,56,g. 02,g. 02
546990,6th,Mathematics and Statistics,Political Science,93,88,g. 12,g. 12
205455,3rd,Environmental Sciences,Biology,68,75,g. 04,g. 04
385270,6th,Economics and Finance,Social Sciences,61,66,g. 04,g. 04
792578,5th,Biology,Economics and Finance,85,79,g. 10,g. 12
552486,6th,Political Science,Mathematics and Statistics,56,59,g. 02,g. 02
225862,3rd,Political Science,Social Sciences,46,52,g. 00,g. 00
286766,5th,Biology,Economics and Finance,80,75,g. 10,g. 12
332107,3rd,Social Sciences,Political Science,42,46,g. 00,g. 00
380644,5th,Economics and Finance,Mathematics and Statistics,65,70,g. 04,g. 04
217995,6th,Biology,Economics and Finance,79,73,g. 07,g. 07
848150,4th,Economics and Finance,Social Sciences,65,72,g. 04,g. 04
783579,4th,Biology,Mathematics and Statistics,82,85,g. 10,g. 10
547188,4th,Environmental Sciences,Mathematics and Statistics,69,73,g. 04,g. 04
771206,4th,Political Science,Mathematics and Statistics,62,63,g. 04,g. 04
785253,5th,Mathematics and Statistics,Political Science,91,87,g. 12,g. 12
953004,4th,Political Science,Economics and Finance,57,59,g. 02,g. 02
368143,4th,Environmental Sciences,Biology,68,66,g. 04,g. 04
418117,>6th,Biology,Economics and Finance,71,77,g. 07,g. 07
981327,4th,Political Science,Economics and Finance,55,56,g. 02,g. 02
871100,6th,Environmental Sciences,Social Sciences,71,69,g. 07,g. 12
538534,3rd,Social Sciences,Economics and Finance,44,50,g. 00,g. 00
592290,3rd,Economics and Finance,Environmental Sciences,63,60,g. 04,g. 04
151400,5th,Mathematics and Statistics,Economics and Finance,86,90,g. 10,g. 10
145401,3rd,Biology,Social Sciences,79,80,g. 07,g. 07
161805,4th,Political Science,Mathematics and Statistics,56,54,g. 02,g. 02
966312,4th,Political Science,Social Sciences,57,52,g. 02,g. 02
499842,3rd,Environmental Sciences,Political Science,75,75,g. 07,g. 07
923857,6th,Environmental Sciences,Mathematics and Statistics,62,78,g. 04,g. 04
420389,4th,Economics and Finance,Biology,63,67,g. 04,g. 04
